author;title;date;lang_TALD;lang_world;branch_TALD;branch_world;url;from_TALD;from_Glottolog;from_Scholar;from_rsl
Creissels D.;Анкета по нахско-дагестанскому оптативу и императиву. Axaxdərə Akhvakh;2008;Northern Akhvakh;Akhvakh;Avar-Andic;Avar-Andic;;1;0;0;0
Creissels D.;The essive form of nouns in Akhvakh and other Caucasian languages;2010;Northern Akhvakh;Akhvakh;Avar-Andic;Avar-Andic;;0;1;0;0
Creissels D.;External agreement in the converbal construction of Northern Akhvakh;2012;Northern Akhvakh;Akhvakh;Avar-Andic;Avar-Andic;;1;0;0;0
Creissels D.;Floating genitives and possessive framing in Northern Akhvakh;2013;Northern Akhvakh;Akhvakh;Avar-Andic;Avar-Andic;;1;1;0;0
Creissels D.;Akhvakh;2016;Northern Akhvakh;Akhvakh;Avar-Andic;Avar-Andic;;1;0;0;0
Creissels D.;Perfective tenses and epistemic modality in Northern Akhvakh;2018;Northern Akhvakh;Akhvakh;Avar-Andic;Avar-Andic;;1;0;0;0
Creissels D.;A sketch of Northern Akhvakh;2020;Northern Akhvakh;Akhvakh;Avar-Andic;Avar-Andic;;1;1;0;0
Dabakov V.V.;Родной язык (Нанай муз);2013;Udi;Udi;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01009462037;0;0;0;1
Dadaeva A.I.;Фонетические особенности аккинского диалекта чеченского языка;2005;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01002750357;0;0;0;1
Dadaeva A.I.;Система гласных аккинского диалекта;2020;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01010868608;0;0;0;1
Dadaeva A.I.;Система согласных аккинского диалекта;2020;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01010822499;0;0;0;1
Dagirov M.Sh.;Немецкие текстовые эквиваленты форм прошедшего времени чеченского языка;1987;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01008520616;0;0;0;1
Dalgatov I.Kh.;Сивухский говор каратинского языка;2017;Karata;Karata;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01008583880;1;1;0;1
Dalgatova Z.M.;Стилистические средства выражения авторской модальности в аварской публицистике в сопоставлении с английской;2015;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01008118972;0;0;0;1
Daniel M.A.;Имя существительное;2001;Bagvalal;Bagvalal;Avar-Andic;Avar-Andic;;0;1;0;0
Daniel M.A.;Падеж и локализация;2001;Bagvalal;Bagvalal;Avar-Andic;Avar-Andic;;1;0;0;0
Daniel M.A.;Предикатно-аргументное ядро;2001;Bagvalal;Bagvalal;Avar-Andic;Avar-Andic;;1;0;0;0
Daniel M.A.;Reported speech in Archi: a new approach to the old data;2006;Archi;Archi;Lezgic;Lezgic;;1;0;0;0
Daniel M.A.;Mehweb verb morphology;2019;Mehweb;Dargwa;Dargwic;Dargwic;;1;0;0;0
Daniel M.A.;Согласование по косвенности в нахско-дагестанских языках: обзор эмпирических данных;2021;Khinalug;Khinalug;Khinalug;Khinalug;;1;0;0;0
Daniel M.A. and Dobrushina N.R.;Apprehensives in East Caucasian;2024;Archi, Northern Akhvakh, Mehweb;Akhvakh, Archi, Dargwa;Avar-Andic, Dargwic, Lezgic;Avar-Andic, Dargwic, Lezgic;;0;0;1;0
Daniel M.A. and Dobrushina N.R. and Knyazev S.V.;Highlanders’ Russian: Case study in bilingualism and language interference in Central Daghestan;2010;Archi, Avar, Lak;Archi, Avar, Lak;Avar-Andic, Lak, Lezgic;Avar-Andic, Lak, Lezgic;;0;0;1;0
Daniel M.A. and Lander Yu.A.;Неравноправие ролей в относительных конструкций: материалы по частотности релятивизации в арчинском и удинском языках;2013;Archi, Udi;Archi, Udi;Lezgic;Lezgic;;0;0;1;0
Daniel M.A. and Maisak T.A.;Грамматикализация верификатива: об одной агульско-арчинской параллели;2014;Aghul, Archi;Aghul, Archi;Lezgic;Lezgic;;0;0;1;0
Daniel M.A. and Maisak T.A. and Merdanova S.R.;Каузативы, декаузативы и лабильность в агульском языке;2004;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Daniel M.A. and Maisak T.A. and Merdanova S.R.;Каузатив в агульском языке: способы выражения и семантические контрасты;2008;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Daniel M.A. and Maisak T.A. and Merdanova S.R.;Causatives in Agul;2012;Aghul;Aghul;Lezgic;Lezgic;;0;0;1;0
Daniel M.A. and Merdanova S.R.;Концептуализация числа в языке без дефектных числовых парадигм (агульский язык—взгляд извне и изнутри);2001;Aghul;Aghul;Lezgic;Lezgic;;0;1;0;0
Daniel M.A. and Moroz G.A. and Shiryaev A.;Glottalized lateral in Rikvani Andi: an acoustic study;2022;Upper Andi;Andi;Avar-Andic;Avar-Andic;;0;0;1;0
Daragan Yu.V. and Maisak T.A.;Частицы, союзы и транскатегориальные показатели;2001;Bagvalal;Bagvalal;Avar-Andic;Avar-Andic;;1;0;0;0
Desheriev Yu.D.;Бацбийский язык: Фонетика, морфология, синтаксис, лексика;1953;Tsova-Tush;Tsova-Tush;Nakh;Nakh;https://search.rsl.ru/ru/record/01006770768;1;1;0;1
Desheriev Yu.D.;Грамматика хиналугского языка;1959;Khinalug;Khinalug;Khinalug;Khinalug;https://search.rsl.ru/ru/record/01006109946;1;1;0;1
Desheriev Yu.D.;Чеченский язык;1967;Chechen;Chechen;Nakh;Nakh;;0;1;0;0
Desheriev Yu.D.;Сравнительно-историческая грамматика нахских языков и проблемы происхождения и исторического развития горских кавказских народов;1963;Chechen, Ingush, Tsova-Tush;Chechen, Ingush, Tsova-Tush;Nakh;Nakh;https://search.rsl.ru/ru/record/01002894153;1;0;0;1
Desherieva T.I.;Структура семантических полей чеченских и русских падежей;1974;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01009511924;0;0;0;1
Desherieva T.I.;Исследование видовременной системы в нахских языках: С привлечением материала иносистем. яз.;1979;Chechen, Ingush, Tsova-Tush;Chechen, Ingush, Tsova-Tush;Nakh;Nakh;https://search.rsl.ru/ru/record/01007622006;0;0;0;1
Desherieva T.I.;Категория модальности в нахских и иноструктурных языках;1988;Chechen, Ingush, Tsova-Tush;Chechen, Ingush, Tsova-Tush;Nakh;Nakh;https://search.rsl.ru/ru/record/01001394937;0;0;0;1
Desherieva T.I.;Нахские языки;1999;Chechen, Ingush, Tsova-Tush;Chechen, Ingush, Tsova-Tush;Nakh;Nakh;;1;0;0;0
Devletmurzaeva U.D.;"Концепты ""начало"" и ""конец"" в аварской языковой картине мира";2011;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004999830;0;0;0;1
Devrishbekova A.N.;Простое предложение в лезгинском языке в сопоставлении с английским;2007;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01003420455;0;0;0;1
Devrishbekova E.N.;Модальность и наклонение в лезгинском языке в сопоставлении с русским;2003;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01002621637;0;0;0;1
Dibirov I.A.;Склонение имен в южных диалектах аварского языка: На материале закатальского и анцухского диалектов;1992;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004051903;0;0;0;1
Dibirov I.A.;Некоторые особенности дагестанских языков Алазанской долины;2000;Avar, Tsakhur, Rutul, Northern Akhvakh;Akhvakh, Avar, Rutul, Tsakhur;Avar-Andic, Lezgic;Avar-Andic, Lezgic;https://search.rsl.ru/ru/record/01001864036;0;0;0;1
Dibirov I.A.;Лексические и морфологические особенности дагестанских языков Алазанской долины;2002;Avar, Tsakhur, Rutul, Northern Akhvakh;Akhvakh, Avar, Rutul, Tsakhur;Avar-Andic, Lezgic;Avar-Andic, Lezgic;https://search.rsl.ru/ru/record/01002313311;0;0;0;1
Dibirov I.A.;Семантика и прагматика английских зооморфных фразеологизмов и их эквивалентов в ингушском языке;2024;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01013128975;0;0;0;1
Dibirov I.A. and Mallaeva Z.M.;Пространственный дейксис и его репрезентация в аваро-андийских языках;2013;Avar, Upper Andi, Northern Akhvakh, Bagvalal, Tindi, Botlikh, Godoberi, Chamalal, Karata;Akhvakh, Andi, Avar, Bagvalal, Botlikh, Chamalal, Godoberi, Karata, Tindi;Avar-Andic;Avar-Andic;;0;0;1;0
Dibirova A.S.;Метафорическая фразеология аварского языка в сопоставлении с английской;2006;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01003011721;0;0;0;1
Digaev A.;English-Chechen / Chechen-English Online Dictionary;2002;Chechen;Chechen;Nakh;Nakh;;0;1;0;0
Dirr A.M.;Грамматика удинского языка;1903;Udi;Udi;Lezgic;Lezgic;;0;1;0;0
Dirr A.M.;Грамматический Очерк Табасаранского Языка;1905;Tabasaran;Tabasaran;Lezgic;Lezgic;;0;1;0;0
Dirr A.M.;Краткий грамматический очерк андийского языка с текстами, сборником андийских слов и русским к нему указателем;1906;Upper Andi;Andi;Avar-Andic;Avar-Andic;;1;1;0;0
Dirr A.M.;Агульский язык: Грамматический очерк, тексты, сборник агульских слов с русским к нему указателем;1907;Aghul;Aghul;Lezgic;Lezgic;;0;1;0;0
Dirr A.M.;Материалы для изучения языков и наречий андодидойской группы;1909;Upper Andi, Botlikh, Godoberi, Karata, Chamalal, Tindi, Northern Akhvakh, Khwarshi, Tsez;Akhvakh, Andi, Botlikh, Chamalal, Godoberi, Karata, Khwarshi, Tindi, Tsez;Avar-Andic, Tsezic;Avar-Andic, Tsezic;;0;1;0;0
Dirr A.M.;Цахурский язык: грамматический очерк, тексты, сборник цахурских слов с русским к нему указателем;1913;Tsakhur;Tsakhur;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01005443293;0;0;0;1
Dirr A.M.;Арчинский язык: Грамматический очерк, тексты, сборник арчинских слов с русским к нему указателем;1918;Archi;Archi;Lezgic;Lezgic;;0;1;0;0
Dirr A.M.;Einführung in das Studium der Kaukasischen Sprachen;1928;Chechen, Ingush, Tsova-Tush, Avar, Upper Andi, Botlikh, Godoberi, Karata, Bagvalal, Chamalal, Tindi, Northern Akhvakh, Tsez, Khwarshi, Kubachi, Lak, Archi, Tabasaran, Aghul, Budukh, Khinalug, Rutul, Tsakhur, Udi;Aghul, Akhvakh, Andi, Archi, Avar, Bagvalal, Botlikh, Budukh, Chamalal, Chechen, Dargwa, Godoberi, Ingush, Karata, Khinalug, Khwarshi, Lak, Rutul, Tabasaran, Tindi, Tsakhur, Tsez, Tsova-Tush, Udi;Avar-Andic, Dargwic, Khinalug, Lak, Lezgic, Nakh, Tsezic;Avar-Andic, Dargwic, Khinalug, Lak, Lezgic, Nakh, Tsezic;;0;1;0;0
Dobrushina N.R.;Глагол;1999;Tsakhur;Tsakhur;Lezgic;Lezgic;;1;0;0;0
Dobrushina N.R.;What is the Jussive for? A study of third person commands in six Caucasian languages;2000;Archi, Aghul, Northern Akhvakh, Chechen, Sanzhi-Itsari;Aghul, Akhvakh, Archi, Chechen, Dargwa;Avar-Andic, Dargwic, Lezgic, Nakh;Avar-Andic, Dargwic, Lezgic, Nakh;;0;0;1;0
Dobrushina N.R.;Многоязычие в Дагестане, или зачем человеку три языка;2007;Archi, Avar, Lak;Archi, Avar, Lak;Avar-Andic, Lak, Lezgic;Avar-Andic, Lak, Lezgic;;0;0;1;0
Dobrushina N.R.;The optative domain in East Caucasian languages;2011;Aghul, Northern Akhvakh, Archi, Bagvalal, Bezhta, Chechen, Sanzhi-Itsari, Hunzib, Khwarshi, Kryz, Lak, Lezgian, Rutul, Tsakhur, Udi;Aghul, Akhvakh, Archi, Bagvalal, Bezhta, Chechen, Dargwa, Hunzib, Khwarshi, Kryz, Lak, Lezgian, Rutul, Tsakhur, Udi;Avar-Andic, Dargwic, Lak, Lezgic, Nakh, Tsezic;Avar-Andic, Dargwic, Lak, Lezgic, Nakh, Tsezic;;1;0;1;0
Dobrushina N.R.;How to study multilingualism of the past: Investigating traditional contact situations in Daghestan;2013;Archi, Avar, Lak;Archi, Avar, Lak;Avar-Andic, Lak, Lezgic;Avar-Andic, Lak, Lezgic;;0;0;1;0
Dobrushina N.R.;Contact-induced usages of volitional moods in East Caucasian languages;2016;Aghul, Northern Akhvakh, Archi, Bagvalal, Bezhta, Sanzhi-Itsari, Khwarshi, Kryz, Lak, Tabasaran, Tsakhur, Udi;Aghul, Akhvakh, Archi, Bagvalal, Bezhta, Dargwa, Khwarshi, Kryz, Lak, Tabasaran, Tsakhur, Udi;Avar-Andic, Dargwic, Lak, Lezgic, Tsezic;Avar-Andic, Dargwic, Lak, Lezgic, Tsezic;;1;0;0;0
Dobrushina N.R.;VARIATION OF PLURAL IMPERATIVE MARKING IN ARCHI;2016;Archi;Archi;Lezgic;Lezgic;;0;0;1;0
Dobrushina N.R.;Moods of Mehweb;2019;Mehweb;Dargwa;Dargwic;Dargwic;;1;0;1;0
Dobrushina N.R.;The language and people of Mehweb;2019;Mehweb;Dargwa;Dargwic;Dargwic;;0;0;1;0
Dobrushina N.R.;Uses of volitional forms;2021;Rutul;Rutul;Lezgic;Lezgic;;1;0;0;0
Dobrushina N.R.;Пассивный билингвизм в даргинских селениях;2021;Southwestern Dargwa, Northern Dargwa, Kubachi, Kajtak;Dargwa;Dargwic;Dargwic;;0;0;1;0
Dobrushina N.R.;Who fulfills a wish? On supernatural ergatives in Nakh-Daghestanian languages;2024;Rutul, Mehweb;Dargwa, Rutul;Dargwic, Lezgic;Dargwic, Lezgic;;0;0;1;0
Dobrushina N.R. and Kibrik A.E. and Tatevosov S.G.;Verbs;1996;Godoberi;Godoberi;Avar-Andic;Avar-Andic;;1;0;0;0
Dobrushina N.R. and Koncha K. and Melenchenko M.;Социолингвистическое исследование в цудахарской зоне;2023;Avar, Lak, Tsudaqar, Northern Dargwa;Avar, Dargwa, Lak;Avar-Andic, Dargwic, Lak;Avar-Andic, Dargwic, Lak;;0;1;1;0
Dobrushina N.R. and Tatevosov S.G.;Usage of verbal forms;1996;Godoberi;Godoberi;Avar-Andic;Avar-Andic;;1;0;0;0
Dobrushina N.R. and Zakirova A.N.;Аварский язык как лингва франка: исследование в каратинской зоне;2019;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Dolakova R.I.;Ингушский язык;1967;Ingush;Ingush;Nakh;Nakh;;0;1;0;0
Dotton Z. and Wagner J.D.;A Grammar of Chechen;2019;Chechen;Chechen;Nakh;Nakh;;0;1;0;0
Dudarnakan M.;ГІалгІай мотт бейташи фаьлгаши;2013;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01006675250;0;0;0;1
Dudarov A.-M.M.;История эволюции ингушского письма;2017;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01008787065;0;0;0;1
Dukaev A.M.;Субстантивное сложение в английском и чеченском языках;1991;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01008017136;0;0;0;1
Dzhafarova R.G. and Shikhalieva S.Kh.;Соматические глагольные композиты табасаранского языка;2003;Tabasaran;Tabasaran;Lezgic;Lezgic;;0;0;1;0
Dzhalalova A.M.;Структурно-грамматическая и семантическая организация атрибутивных словосочетаний даргинского языка в сопоставлении с английским и русским языками;2014;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01007918338;0;0;0;1
Dzhalalova A.R.;Сравнительно-сопоставительный анализ наречия в лезгинском и английском языках;2012;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01005417628;0;0;0;1
Dzhalilova A.B.;Сопоставительный анализ основных грамматических классов и категорий в рутульском и английском языках;2017;Rutul;Rutul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01008583351;0;0;0;1
Dzhalilova Z.I.;Фонетические и морфологические особенности игалинского говора аварского языка;2011;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004953410;1;0;0;1
Dzhalilova Z.I.;Фонетико-морфологические особенности игалинского говора аварского языка;2013;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01006692388;0;0;0;1
Dzhamalkhanov Z.D.;Нохчийн мотт: Нохч-Гiалгiайн АССР-н педучилищан: учебник;1972;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01013386080;0;0;0;1
Dzhamalkhanov Z.D.;Нохчийн мотт: [педучилищан студенташна];1985;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01011789737;0;0;0;1
Dzhamalkhanov Z.D.;Орфографически словарь нохчийн меттан нийсаяздаран дошам;2009;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01004345469;0;0;0;1
Dzhamalkhanov Z.D. and Matsiev A.G. and Ozdoev I.A.;Ингушско-чеченско-русский словарь;1962;Ingush;Ingush;Nakh;Nakh;;0;1;0;0
Dzhamalov K.E. and Semedov S.A.;Рутульско-русский словарь (ихрекский диалект);2006;Rutul;Rutul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01003341707;1;0;0;1
Dzhamalova M.K.;Актантная и семантическая структура глаголов движения (перемещения) в русском и рутульском языках;2002;Rutul;Rutul;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01002311543;0;0;0;1
Dzhamaludinova A.G.;Фонетические и морфологические особенности харахинского говора аварского языка;2013;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01006742502;1;0;0;1
Dzhamaludinova S.M.;Структурно-семантический и функциональный анализ причастий и деепричастий аварского языка в сопоставлении с соответствующими единицами английского языка;2010;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01004736939;0;0;0;1
Dzhamaludinova S.M.;Причастия и деепричастия аварского языка в сопоставлении с соответствующими единицами английского языка;2014;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01007872777;0;0;0;1
Dzhamaludinova S.M. and Mallaeva Z.M.;К вопросу о выражении категории таксиса в аварском языке;2007;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
